"","Input","MF.64p.Th.1","MF.64p.Th.2","MF.64p.Th.3","MF.64p.Th.4","MF.PC.03","MF.PC.04","MF.PC.05","MF.PC.06","p_value","fc","Input Type","Symbol","Name","Feature Type","Entrez Gene ID","dup"
"720","Ifit1","488.5099","302.6436","438.8208","514.5102","21.08843","14.42616",26.19623,7.452261,0.00287534854813487,25.2227702233219,"current symbol","Ifit1","interferon-induced protein with tetratricopeptide repeats 1","protein coding gene",15957,TRUE
"721","Ifit1","488.5099","302.6436","438.8208","514.5102","21.08843","14.42616",26.19623,7.452261,0.00287534854813487,25.2227702233219,"human symbol","Ifit1bl2","interferon induced protein with tetratricopeptide repeats 1B like 2","protein coding gene",112419,TRUE
"722","Ifit1","488.5099","302.6436","438.8208","514.5102","21.08843","14.42616",26.19623,7.452261,0.00287534854813487,25.2227702233219,"human symbol","Ifit1bl1","interferon induced protein with tetratricpeptide repeats 1B like 1","protein coding gene",667373,TRUE
"723","Ifit1bl1","8.014531","6.271442","9.706663","5.668274","1","1",1,1,0.00589393978852696,7.4152275,"current symbol","Ifit1bl1","interferon induced protein with tetratricpeptide repeats 1B like 1","protein coding gene",667373,FALSE
"724","Ifit2","1828.285","1713.047","1960.621","2233.102","11.76166","1",1,1,0.000421743497866014,523.996284970661,"current symbol","Ifit2","interferon-induced protein with tetratricopeptide repeats 2","protein coding gene",15958,FALSE
"725","Ifit3","640.1992","628.8873","699.3988","862.63","8.17444","5.88224",6.859589,5.516582,0.000978896402726752,107.105937986031,"human symbol","Ifit3b","interferon-induced protein with tetratricopeptide repeats 3B","protein coding gene",667370,TRUE
"726","Ifit3","640.1992","628.8873","699.3988","862.63","8.17444","5.88224",6.859589,5.516582,0.000978896402726752,107.105937986031,"current symbol","Ifit3","interferon-induced protein with tetratricopeptide repeats 3","protein coding gene",15959,TRUE
"727","Ifit3b","151.8124","107.6003","200.0094","195.0668","1","1",1,1,0.00484708695990005,163.622225,"current symbol","Ifit3b","interferon-induced protein with tetratricopeptide repeats 3B","protein coding gene",667370,FALSE
"728","Ifngr2","2228.99","2273.577","1961.243","2205.092","674.6799","517.2968",473.2829,623.6432,5.22088700939388e-06,3.78736135059995,"current symbol","Ifngr2","interferon gamma receptor 2","protein coding gene",15980,FALSE
"729","Ifnlr1","36.94947","42.0001","76.87235","36.34551","1.717444","7.102799",10.9613,3.580904,0.0199780922332891,8.22548382881297,"current symbol","Ifnlr1","interferon lambda receptor 1","protein coding gene",242700,FALSE
"730","Ifrd1","475.3577","276.8721","277.7475","317.7758","84.2235","45.55044",94.16746,119.0764,0.00922868714178312,3.92910542834803,"current symbol","Ifrd1","interferon-related developmental regulator 1","protein coding gene",15982,FALSE
"731","Ift122","79.03666","78.31448","106.7238","135.0462","5.304664","1.61028",15.64897,10.03316,0.00514804887148854,12.2440787170039,"current symbol","Ift122","intraflagellar transport 122","protein coding gene",81896,FALSE
"732","Ighm","819.9465","914.1309","1098.04","994.0086","97.85494","89.49059",8.617466,2.935678,0.000130215463284742,19.2365586107427,"current symbol","Ighm","immunoglobulin heavy constant mu","gene segment",16019,FALSE
"733","Igsf10","10.64498","6.857158","7.84095","10.33655","3.152332","1",1,3.580904,0.00150943875686476,4.08550026588083,"current symbol","Igsf10","immunoglobulin superfamily, member 10","protein coding gene",242050,FALSE
"734","Iigp1","148.3052","99.40025","205.6066","201.7358","44.76408","37.6168",24.43836,34.55176,0.0131751947053684,4.63353764209067,"current symbol","Iigp1","interferon inducible GTPase 1","protein coding gene",60440,FALSE
"735","Il12rb2","124.6311","131.0289","119.1619","155.7199","6.739552","2.83084",36.15753,2.290452,4.27955715390899e-05,11.0487248068833,"current symbol","Il12rb2","interleukin 12 receptor, beta 2","protein coding gene",16162,FALSE
"736","Il13ra1","855.0192","816.902","778.3806","851.9597","262.1496","155.4008",357.263,308.7728,0.000284081260926106,3.04753004421799,"current symbol","Il13ra1","interleukin 13 receptor, alpha 1","protein coding gene",16164,FALSE
"737","Il18","588.467","513.5013","436.3332","471.1619","110.7689","99.25507",107.0586,111.9789,0.0011521144079416,4.68339280150231,"current symbol","Il18","interleukin 18","protein coding gene",16173,FALSE
"738","Il18bp","5880.931","6269.33","5002.978","5532.905","161.7074","226.8036",209.6014,144.8854,0.000242894546787789,30.5332586449112,"current symbol","Il18bp","interleukin 18 binding protein","protein coding gene",16068,FALSE
"739","Il1a","465.7127","409.2439","536.4598","457.824","61.26529","57.75603",33.22774,38.42311,0.000275123341860463,9.80342542910169,"current symbol","Il1a","interleukin 1 alpha","protein coding gene",16175,FALSE
"740","Il1b","637.5687","480.1155","616.6855","546.5212","3.152332","2.22056",1,7.452261,0.000539586380697421,164.981241075596,"chicken symbol","Il1rn","interleukin 1 receptor antagonist","protein coding gene",16181,TRUE
"741","Il1b","637.5687","480.1155","616.6855","546.5212","3.152332","2.22056",1,7.452261,0.000539586380697421,164.981241075596,"current symbol","Il1b","interleukin 1 beta","protein coding gene",16176,TRUE
"742","Il1r2","16.7827","15.05718","10.95047","6.335171","1.717444","1",1,1,0.0172123680333948,10.4135885873791,"current symbol","Il1r2","interleukin 1 receptor, type II","protein coding gene",16178,FALSE
"743","Il1rl2","302.6248","288.5864","406.4817","430.4812","3.152332","9.543919",1,1,0.00218481328072724,97.1794847543091,"chicken symbol","Il1r1","interleukin 1 receptor, type I","protein coding gene",16177,TRUE
"744","Il1rl2","302.6248","288.5864","406.4817","430.4812","3.152332","9.543919",1,1,0.00218481328072724,97.1794847543091,"current symbol","Il1rl2","interleukin 1 receptor-like 2","protein coding gene",107527,TRUE
"745","Il1rn","916.3963","979.731","786.4654","770.5984","26.82798","21.74952",16.82089,24.87336,0.000469272220082768,38.2532863271178,"current symbol","Il1rn","interleukin 1 receptor antagonist","protein coding gene",16181,FALSE
"746","Il21r","513.9376","698.5875","913.9558","988.6735","14.63144","13.81588",12.71918,24.22814,0.00576082634629023,47.6362344069789,"current symbol","Il21r","interleukin 21 receptor","protein coding gene",60504,FALSE
"747","Il2rg","1000.571","630.0587","1255.381","1760.939","320.2626","359.8446",400.624,189.406,0.0354914087890505,3.65862026559021,"current symbol","Il2rg","interleukin 2 receptor, gamma chain","protein coding gene",16186,FALSE
"748","Il7r","88.68164","73.62875","96.77329","77.02618","1","1",1,1,0.000575791853387595,84.027465,"current symbol","Il7r","interleukin 7 receptor","protein coding gene",16197,FALSE
"749","Ildr1","21.16678","8.028589","7.84095","15.67172","1","2.22056",1.585959,1,0.0353552270457644,9.07739025739862,"current symbol","Ildr1","immunoglobulin-like domain containing receptor 1","protein coding gene",106347,FALSE
"750","Inf2","105.3412","94.12881","86.20092","87.02963","4.58722","17.47756",25.02431,10.67839,1.52369248014141e-05,6.45173651334626,"current symbol","Inf2","inverted formin, FH2 and WH2 domain containing","protein coding gene",70435,FALSE
"751","Inpp4b","397.321","376.4438","709.3492","689.9039","1.717444","7.713079",5.101712,4.871356,0.00948059391957385,111.990502170449,"current symbol","Inpp4b","inositol polyphosphate-4-phosphatase, type II","protein coding gene",234515,FALSE
"752","Insl3","4.507266","3.928579","2.243809","3.000689","1","1",1,1,0.0168222564523997,3.42008575,"current symbol","Insl3","insulin-like 3","protein coding gene",16336,FALSE
"753","Insl6","35.19584","23.84291","22.76666","16.33862","9.609328","3.44112",5.101712,5.516582,0.0131946807497747,4.14656723200582,"current symbol","Insl6","insulin-like 6","protein coding gene",27356,FALSE
"754","Ip6k3","152.6892","186.6719","182.5961","205.7372","36.15475","77.28499",43.775,51.32763,0.000118973659649072,3.48943190777011,"current symbol","Ip6k3","inositol hexaphosphate kinase 3","protein coding gene",271424,FALSE
"755","Iqcg","8.014531","6.857158","5.975236","10.33655","1","5.27196",1,1,0.00719211562106354,3.76978068075764,"current symbol","Iqcg","IQ motif containing G","protein coding gene",69707,FALSE
"756","Iqgap3","144.7979","197.2148","209.338","192.3992","39.02453","65.68967",90.65171,29.38995,0.000604333222548672,3.30914575486486,"current symbol","Iqgap3","IQ motif containing GTPase activating protein 3","protein coding gene",404710,TRUE
"757","Iqgap3","144.7979","197.2148","209.338","192.3992","39.02453","65.68967",90.65171,29.38995,0.000604333222548672,3.30914575486486,"chicken symbol","Iqgap1","IQ motif containing GTPase activating protein 1","protein coding gene",29875,TRUE
"758","Irak1bp1","36.94947","26.18578","14.6819","12.33724","1","2.83084",3.343836,2.935678,0.0381754169211593,8.9170359415704,"current symbol","Irak1bp1","interleukin-1 receptor-associated kinase 1 binding protein 1","protein coding gene",65099,FALSE
"759","Irf7","3633.65","3614.866","3662.152","4091.075","232.017","278.0671",401.2099,326.8392,2.19509558177928e-05,12.116420914971,"current symbol","Irf7","interferon regulatory factor 7","protein coding gene",54123,FALSE
"760","Irf8","3079.502","3313.223","3580.682","3686.269","777.9918","896.891",701.8068,677.8421,8.13447436482626e-05,4.47193787512501,"current symbol","Irf8","interferon regulatory factor 8","protein coding gene",15900,FALSE
"761","Irgm1","843.6206","621.273","988.5844","965.999","208.3413","146.8569",252.9623,179.0824,0.00297691999128059,4.34361110147834,"current symbol","Irgm1","immunity-related GTPase family M member 1","protein coding gene",15944,TRUE
"762","Irgm1","843.6206","621.273","988.5844","965.999","208.3413","146.8569",252.9623,179.0824,0.00297691999128059,4.34361110147834,"human synonym","Irgm2","immunity-related GTPase family M member 2","protein coding gene",54396,TRUE
"763","Isg15","122.0007","101.1574","156.4761","142.382","4.58722","7.713079",8.031507,2.935678,0.00179643519713613,22.435438227872,"current symbol","Isg15","ISG15 ubiquitin-like modifier","protein coding gene",100038882,FALSE
"764","Itga9","322.7916","362.3866","369.7894","341.784","75.61417","95.59339",94.75342,151.9829,4.99621855073351e-05,3.3419596908561,"current symbol","Itga9","integrin alpha 9","protein coding gene",104099,FALSE
"765","Itgad","399.9515","467.8155","611.7102","651.8908","1","2.83084",1.585959,1,0.00294253233920855,332.154396608028,"frog, western clawed symbol","Itgam","integrin alpha M","protein coding gene",16409,TRUE
"766","Itgad","399.9515","467.8155","611.7102","651.8908","1","2.83084",1.585959,1,0.00294253233920855,332.154396608028,"current symbol","Itgad","integrin, alpha D","protein coding gene",381924,TRUE
"767","Itgal","423.6255","464.3012","492.3046","576.5315","6.739552","14.42616",59.00993,7.452261,0.00021286379001608,22.3303620537399,"current symbol","Itgal","integrin alpha L","protein coding gene",16408,FALSE
"768","Itgav","599.8656","778.2448","887.2139","717.2467","188.2529","218.8699",170.3421,324.9035,0.000792314711548684,3.3052697767342,"current symbol","Itgav","integrin alpha V","protein coding gene",16410,FALSE
"769","Itgax","1651.168","1507.461","2052.041","2267.114","1","4.66168",1,1,0.0017771879584418,975.997953451462,"rat synonym","Itgad","integrin, alpha D","protein coding gene",381924,TRUE
"770","Itgax","1651.168","1507.461","2052.041","2267.114","1","4.66168",1,1,0.0017771879584418,975.997953451462,"current symbol","Itgax","integrin alpha X","protein coding gene",16411,TRUE
"771","Itgb5","1150.506","1089.846","914.5777","740.588","1.717444","1",1,4.22613,0.00183776304428491,490.398616542126,"current symbol","Itgb5","integrin beta 5","protein coding gene",16419,FALSE
"772","Itm2b","48396.88","47796.58","44413.07","43255.23","14227.2","14309.62",14895.49,16570.41,1.92715271106414e-05,3.06422375518976,"current symbol","Itm2b","integral membrane protein 2B","protein coding gene",16432,FALSE
"773","Ivns1abp","2335.085","2094.348","2236.747","2372.483","762.9255","851.12",588.7168,726.2341,1.89719017374006e-06,3.08592492636727,"current symbol","Ivns1abp","influenza virus NS1A binding protein","protein coding gene",117198,FALSE
"774","Jak2","460.4518","229.4291","334.3408","275.7613","127.9876","73.62331",97.68322,51.32763,0.0133085997919878,3.70765066035833,"current symbol","Jak2","Janus kinase 2","protein coding gene",16452,FALSE
"775","Jaml","11.5218","6.857158","21.52285","11.00344","1","7.713079",1,1,0.0397126097426533,4.75169164719125,"current symbol","Jaml","junction adhesion molecule like","protein coding gene",270152,FALSE
"776","Kalrn","37.82629","34.3858","40.80189","29.00965","1.717444","5.27196",1,1,0.00027871508382805,15.7990040274083,"current symbol","Kalrn","kalirin, RhoGEF kinase","protein coding gene",545156,FALSE
"777","Kbtbd12","15.90588","32.04294","11.57238","29.00965","1","1",1,1,0.0237751780429546,22.1327125,"current symbol","Kbtbd12","kelch repeat and BTB (POZ) domain containing 12","protein coding gene",74589,FALSE
"778","Kbtbd6","5.384082","10.95717","10.95047","9.669652","1.717444","1",2.757877,4.871356,0.00777829246353878,3.57229417715466,"current symbol","Kbtbd6","kelch repeat and BTB (POZ) domain containing 6","protein coding gene",432879,FALSE
"779","Kcna2","309.6394","252.8578","369.7894","402.4716","4.58722","2.22056",1,1,0.00210928000014951,151.543090313337,"current symbol","Kcna2","potassium voltage-gated channel, shaker-related subfamily, member 2","protein coding gene",16490,FALSE
"780","Kcnd1","41.33355","56.05728","57.59331","59.68688","1.717444","6.492519",1,1,0.000549853344881318,21.0256413270058,"current symbol","Kcnd1","potassium voltage-gated channel, Shal-related family, member 1","protein coding gene",16506,TRUE
"781","Kcnd1","41.33355","56.05728","57.59331","59.68688","1.717444","6.492519",1,1,0.000549853344881318,21.0256413270058,"chicken symbol","Kcnd3","potassium voltage-gated channel, Shal-related family, member 3","protein coding gene",56543,TRUE
"782","Kcng2","3.630449","6.857158","5.975236","2.333793","1.717444","1",1,1,0.0410823215022377,3.98449584139208,"current symbol","Kcng2","potassium voltage-gated channel, subfamily G, member 2","protein coding gene",240444,FALSE
"783","Kcnj10","442.9155","287.415","390.3122","361.124","1","4.66168",1,1.645226,0.00145678405885459,178.377689599473,"current symbol","Kcnj10","potassium inwardly-rectifying channel, subfamily J, member 10","protein coding gene",16513,FALSE
"784","Kcnj16","215.82","167.3433","256.6028","319.7764","1","1",1,1,0.00510321205370895,239.885625,"current symbol","Kcnj16","potassium inwardly-rectifying channel, subfamily J, member 16","protein coding gene",16517,FALSE
"785","Kcnj2","57.11625","57.22871","63.81236","34.34482","18.21866","9.543919",11.54726,16.48543,0.0061218530618144,3.80860499122246,"current symbol","Kcnj2","potassium inwardly-rectifying channel, subfamily J, member 2","protein coding gene",16518,FALSE
"786","Kcnj9","47.47127","44.34297","49.50855","52.35102","1.717444","1",1,6.161809,1.4112880834578e-06,19.6040945605908,"frog, western clawed symbol","Kcnj6","potassium inwardly-rectifying channel, subfamily J, member 6","protein coding gene",16522,TRUE
"787","Kcnj9","47.47127","44.34297","49.50855","52.35102","1.717444","1",1,6.161809,1.4112880834578e-06,19.6040945605908,"current symbol","Kcnj9","potassium inwardly-rectifying channel, subfamily J, member 9","protein coding gene",16524,TRUE
"788","Kcnk6","429.7632","542.7871","560.7141","601.8736","107.1817","67.52051",115.8479,179.7276,0.000197909819012154,4.54016415109277,"current symbol","Kcnk6","potassium inwardly-rectifying channel, subfamily K, member 6","protein coding gene",52150,FALSE
"789","Kcnn4","86.05119","61.91444","71.27521","107.7034","22.52332","2.22056",19.16473,19.71156,0.00327138181467441,5.13900292941688,"current symbol","Kcnn4","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4","protein coding gene",16534,FALSE
"790","Kctd14","184.2546","178.4719","198.7656","179.7282","1","1.61028",1,1,3.49771518043468e-05,160.77554942433,"current symbol","Kctd14","potassium channel tetramerisation domain containing 14","protein coding gene",233529,FALSE
"791","Kctd5","203.5446","253.4435","296.4046","185.0634","44.76408","39.44764",73.6589,103.5909,0.00237037654169092,3.58927042113119,"current symbol","Kctd5","potassium channel tetramerisation domain containing 5","protein coding gene",69259,FALSE
"792","Kdm6b","152.6892","130.4432","149.0133","93.69859","18.9361","30.29344",49.04863,50.03718,0.00210303462241413,3.54544752110958,"current symbol","Kdm6b","KDM1 lysine (K)-specific demethylase 6B","protein coding gene",216850,FALSE
"793","Kdr","120.247","166.1718","100.5047","199.7351","1","1",1,2.290452,0.00743253871466322,110.890071396546,"current symbol","Kdr","kinase insert domain protein receptor","protein coding gene",16542,FALSE
"794","Kif1a","50.10172","94.12881","61.94664","65.68894","1.717444","17.47756",1,1,0.00325992854258239,12.8268959043367,"current symbol","Kif1a","kinesin family member 1A","protein coding gene",16560,FALSE
"795","Kif2c","115.8629","102.3288","158.3418","150.3848","18.9361","1",66.6274,19.06633,0.00165597476757638,4.98834751509114,"current symbol","Kif2c","kinesin family member 2C","protein coding gene",73804,FALSE
"796","Kit","83.42074","87.68593","124.1371","145.0496","1","12.59532",1,2.290452,0.00471254594652713,26.0748143466582,"current symbol","Kit","KIT proto-oncogene receptor tyrosine kinase","protein coding gene",16590,FALSE
"797","Klc2","13.27543","27.94292","31.47332","33.01102","3.152332","11.37476",1.585959,4.22613,0.0110377437221286,5.19699834521361,"current symbol","Klc2","kinesin light chain 2","protein coding gene",16594,TRUE
"798","Klc2","13.27543","27.94292","31.47332","33.01102","3.152332","11.37476",1.585959,4.22613,0.0110377437221286,5.19699834521361,"human synonym","Klc3","kinesin light chain 3","protein coding gene",232943,TRUE
"799","Klf15","41.33355","28.52864","21.52285","9.002756","1","1",1,5.516582,0.0404870524394569,11.7873339327913,"current symbol","Klf15","Kruppel-like factor 15","protein coding gene",66277,FALSE
"800","Klhl25","183.3778","163.829","182.5961","247.7516","45.48153","49.21212",64.28356,93.91255,0.00178780975632752,3.07467767773594,"current symbol","Klhl25","kelch-like 25","protein coding gene",207952,FALSE
"801","Klhl33","48.34809","40.82867","90.55425","73.0248","2.434888","2.83084",1,2.290452,0.012753268257167,29.5407307934148,"current symbol","Klhl33","kelch-like 33","protein coding gene",546611,FALSE
"802","Klhl38","16.7827","8.614305","10.95047","25.00827","1.717444","1",1,3.580904,0.0324285554737122,8.40679904548262,"current symbol","Klhl38","kelch-like 38","protein coding gene",268807,FALSE
"803","Klk1b11","26.42768","26.18578","28.9857","28.34275","2.434888","1.61028",4.515753,1,3.60563977436234e-07,11.499091980783,"current symbol","Klk1b11","kallikrein 1-related peptidase b11","protein coding gene",16613,FALSE
"804","Klk1b27","6.260898","5.685726","2.865714","4.334482","1","1",1,1,0.0153722449911775,4.786705,"current symbol","Klk1b27","kallikrein 1-related peptidase b27","protein coding gene",16619,FALSE
"805","Klrb1b","34.31902","19.7429","22.76666","40.34688","1","1",1,1,0.00998330087259651,29.293865,"current symbol","Klrb1b","killer cell lectin-like receptor subfamily B member 1B","protein coding gene",80782,TRUE
"806","Klrb1b","34.31902","19.7429","22.76666","40.34688","1","1",1,1,0.00998330087259651,29.293865,"rat symbol","Klrb1a","killer cell lectin-like receptor subfamily B member 1A","protein coding gene",17057,TRUE
"807","Klrb1b","34.31902","19.7429","22.76666","40.34688","1","1",1,1,0.00998330087259651,29.293865,"rat symbol","Klrb1c","killer cell lectin-like receptor subfamily B member 1C","protein coding gene",17059,TRUE
"808","Klrk1","45.71764","48.44298","48.88665","73.6917","1","1",1,1,0.00388760948856211,54.1847425,"current symbol","Klrk1","killer cell lectin-like receptor subfamily K, member 1","protein coding gene",27007,FALSE
"809","Kmo","15.02906","12.1286","41.42379","29.67654","3.869776","1",1.585959,1,0.0438072866661867,13.1788468876643,"current symbol","Kmo","kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)","protein coding gene",98256,FALSE
"810","Krt17","22.92041","9.785736","8.462854","17.67241","1","1",1,1,0.0276140796493549,14.7103525,"current symbol","Krt17","keratin 17","protein coding gene",16667,TRUE
"811","Krt17","22.92041","9.785736","8.462854","17.67241","1","1",1,1,0.0276140796493549,14.7103525,"chicken symbol","Krt42","keratin 42","protein coding gene",68239,TRUE
"812","Krt18","13.27543","18.57147","9.084759","9.669652","1","1",1,1,0.012818274201283,12.65032775,"current symbol","Krt18","keratin 18","protein coding gene",16668,FALSE
"813","Krt8","6.260898","4.514295","6.597141","7.668963","1","1",1,1.645226,0.00319171762858934,5.3907596745562,"current symbol","Krt8","keratin 8","protein coding gene",16691,FALSE
"814","Ksr2","42.21037","73.62875","60.08093","37.6793","1","3.44112",5.687671,1,0.00817757718365537,19.1934011520209,"synonym","Cnksr2","connector enhancer of kinase suppressor of Ras 2","protein coding gene",245684,TRUE
"815","Ksr2","42.21037","73.62875","60.08093","37.6793","1","3.44112",5.687671,1,0.00817757718365537,19.1934011520209,"current symbol","Ksr2","kinase suppressor of ras 2","protein coding gene",333050,TRUE
"816","Kynu","624.4165","528.7299","738.5787","796.6073","1","1",8.617466,1,0.00150931241100137,231.404369937472,"current symbol","Kynu","kynureninase","protein coding gene",70789,FALSE
"817","Lag3","2068.533","2159.948","2166.471","2321.799","1","4.0514",1,1,3.08016054898004e-05,1236.17310037723,"current symbol","Lag3","lymphocyte-activation gene 3","protein coding gene",16768,FALSE
"818","Lair1","2636.71","2783.15","2756.037","2913.336","333.894","420.2623",279.3305,240.3789,1.56525042953604e-07,8.70518218678782,"current symbol","Lair1","leukocyte-associated Ig-like receptor 1","protein coding gene",52855,FALSE
"819","Lamp1","15654.8","16775.9","15539.28","12480.63","3918.244","1926.433",4751.369,9309.676,0.00275887271510407,3.03684588783065,"current symbol","Lamp1","lysosomal-associated membrane protein 1","protein coding gene",16783,FALSE
"820","Lap3","3477.577","3645.909","3359.906","3322.811","207.6239","231.0755",143.974,249.412,5.45838437032653e-06,16.5922908874498,"human synonym","Cxcr4","chemokine (C-X-C motif) receptor 4","protein coding gene",12767,TRUE
"821","Lap3","3477.577","3645.909","3359.906","3322.811","207.6239","231.0755",143.974,249.412,5.45838437032653e-06,16.5922908874498,"current symbol","Lap3","leucine aminopeptidase 3","protein coding gene",66988,TRUE
"822","Lcp1","7454.816","8317.578","9569.623","10840.07","2241.578","2475.685",2204.791,2097.339,0.00252788876442897,4.01158780862526,"current symbol","Lcp1","lymphocyte cytosolic protein 1","protein coding gene",18826,TRUE
"823","Lcp1","7454.816","8317.578","9569.623","10840.07","2241.578","2475.685",2204.791,2097.339,0.00252788876442897,4.01158780862526,"human synonym","Tox4","TOX high mobility group box family member 4","protein coding gene",268741,TRUE
"824","Ldhb","508.6767","411.5867","381.6056","402.4716","141.619","106.5784",114.0901,133.9166,0.000972275803533087,3.43475718963225,"current symbol","Ldhb","lactate dehydrogenase B","protein coding gene",16832,FALSE
"825","Ldhd","23.79723","44.92868","47.64284","30.34344","1","11.98504",10.9613,5.516582,0.00872564169216532,4.97955328395466,"current symbol","Ldhd","lactate dehydrogenase D","protein coding gene",52815,FALSE
"826","Lemd2","151.8124","146.2575","102.3704","109.7041","39.02453","39.44764",46.70479,43.58492,0.00587770018049959,3.02286511622174,"current symbol","Lemd2","LEM domain containing 2","protein coding gene",224640,FALSE
"827","Lepr","8.014531","17.40004","7.84095","10.33655","1","5.88224",1,1,0.0216465916553686,4.90777900619664,"current symbol","Lepr","leptin receptor","protein coding gene",16847,TRUE
"828","Lepr","8.014531","17.40004","7.84095","10.33655","1","5.88224",1,1,0.0216465916553686,4.90777900619664,"human synonym","Leprot","leptin receptor overlapping transcript","protein coding gene",230514,TRUE
"829","Lgals3","11860.82","11652.06","10089.53","11426.27","1330.424","1516.935",1515.118,1743.11,8.86299930012986e-05,7.37499604870097,"current symbol","Lgals3","lectin, galactose binding, soluble 3","protein coding gene",16854,FALSE
"830","Lgals3bp","15836.3","16036.73","17452.26","20390.02","2310.452","2415.267",2647.776,2199.93,0.000685873217073892,7.2821701742062,"current symbol","Lgals3bp","lectin, galactoside-binding, soluble, 3 binding protein","protein coding gene",19039,FALSE
"831","Lhfpl2","1075.1","1167.746","1260.357","1341.462","1","14.42616",1,1.645226,0.000229064591934099,268.084860784889,"current symbol","Lhfpl2","lipoma HMGIC fusion partner-like 2","protein coding gene",218454,FALSE
"832","Lilra5","165.8415","146.8432","247.8961","239.7489","15.34888","1",15.64897,13.2593,0.00468050607436409,17.6840499236032,"current symbol","Lilra5","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5","protein coding gene",232801,FALSE
"833","Limd2","1069.839","1024.831","1027.142","1201.413","287.2601","279.8979",254.7202,390.7165,1.1225328520535e-05,3.56526793330038,"current symbol","Limd2","LIM domain containing 2","protein coding gene",67803,FALSE
"834","Liph","62.37715","47.27154","55.7276","91.6979","10.32677","7.713079",2.171918,3.580904,0.00777710524065473,10.8047637862937,"human synonym","Lipc","lipase, hepatic","protein coding gene",15450,TRUE
"835","Liph","62.37715","47.27154","55.7276","91.6979","10.32677","7.713079",2.171918,3.580904,0.00777710524065473,10.8047637862937,"current symbol","Liph","lipase, member H","protein coding gene",239759,TRUE
"836","Llgl2","39.57992","60.74301","28.3638","50.35033","13.91399","17.47756",5.101712,15.8402,0.0139957853079821,3.42108190740372,"current symbol","Llgl2","LLGL2 scribble cell polarity complex component","protein coding gene",217325,FALSE
"837","Lmln","45.71764","64.2573","70.0314","45.68205","8.891884","16.86728",4.515753,6.161809,0.00213942609920974,6.19398103989914,"current symbol","Lmln","leishmanolysin-like (metallopeptidase M8 family)","protein coding gene",239833,FALSE
"838","Lonrf1","29.93494","16.81433","28.9857","17.00551","3.869776","8.933639",5.101712,4.871356,0.0130898379099969,4.07176472328937,"current symbol","Lonrf1","LON peptidase N-terminal domain and ring finger 1","protein coding gene",244421,FALSE
"839","Lox","61.50033","81.24306","80.60378","72.35791","1","1",1,7.452261,0.000200946691190248,28.2910156950731,"current symbol","Lox","lysyl oxidase","protein coding gene",16948,FALSE
"840","Loxl3","90.43527","100.5717","137.1971","131.7117","3.869776","13.81588",26.19623,15.8402,0.00136800531954715,7.70093278389506,"current symbol","Loxl3","lysyl oxidase-like 3","protein coding gene",16950,FALSE
"841","Lpcat1","581.4525","588.4729","637.8302","452.4888","83.50606","52.26352",42.60308,86.81507,0.000579458389860704,8.52318619718944,"current symbol","Lpcat1","lysophosphatidylcholine acyltransferase 1","protein coding gene",210992,FALSE
"842","Lpcat2","5800.264","6168.587","6114.321","6316.508","918.6108","884.0751",831.8897,1124.984,2.29445250101099e-07,6.49003675856076,"current symbol","Lpcat2","lysophosphatidylcholine acyltransferase 2","protein coding gene",270084,FALSE
"843","Lpin1","581.4525","676.3303","574.396","602.5405","138.0318","230.4653",90.65171,159.7256,2.59648366465524e-05,3.93410886063297,"current symbol","Lpin1","lipin 1","protein coding gene",14245,FALSE
"844","Lrguk","141.2906","124.0003","184.4618","102.3682","1.717444","1",1,1,0.00428298266924664,117.038146080801,"current symbol","Lrguk","leucine-rich repeats and guanylate kinase domain containing","protein coding gene",74354,FALSE
"845","Lrp10","846.251","1043.574","1012.217","755.2597","321.6975","190.1868",250.6185,448.7869,0.000532000674474663,3.01934516573533,"human synonym","Lrp4","low density lipoprotein receptor-related protein 4","protein coding gene",228357,TRUE
"846","Lrp10","846.251","1043.574","1012.217","755.2597","321.6975","190.1868",250.6185,448.7869,0.000532000674474663,3.01934516573533,"current symbol","Lrp10","low-density lipoprotein receptor-related protein 10","protein coding gene",65107,TRUE
"847","Lrp11","55.36262","56.05728","67.54378","40.34688","1.717444","1",2.757877,2.290452,0.00240965943422472,28.2406606528416,"current symbol","Lrp11","low density lipoprotein receptor-related protein 11","protein coding gene",237253,FALSE
"848","Lrp12","307.0089","334.2723","207.4723","265.7578","63.41763","35.17568",43.775,48.1015,0.00273507466423125,5.85138033161266,"current symbol","Lrp12","low density lipoprotein-related protein 12","protein coding gene",239393,FALSE
"849","Lrp4","46.59445","73.04304","56.97141","94.36549","18.21866","19.3084",11.54726,25.51859,0.0146310618170086,3.63270973072374,"current symbol","Lrp4","low density lipoprotein receptor-related protein 4","protein coding gene",228357,TRUE
"850","Lrp4","46.59445","73.04304","56.97141","94.36549","18.21866","19.3084",11.54726,25.51859,0.0146310618170086,3.63270973072374,"old symbol","Corin","corin","protein coding gene",53419,TRUE
"851","Lrp8","110.602","89.44308","104.2361","96.36617","1.717444","5.27196",1,4.22613,0.00013707887554852,32.7981854907039,"current symbol","Lrp8","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor","protein coding gene",16975,FALSE
